id,area,source_ref,requirement,implementation_files,tests,acceptance_test,status,evidence_path,licence_impact,remaining_limitation
V-02,Framework and configuration awareness,parity.framework.2,"Emit template-reference edges from server-rendered view templates to the code that renders them, ignoring commented and escaped directives so a commented reference never becomes an edge","src/dkg/code/frameworks.py, src/dkg/code/parser.py",tests/code/test_frameworks.py,pytest tests/code/test_frameworks.py -q,PRODUCTION READY,test-evidence/rows/V-02.log,none,"A Blade template is a graph node under the dotted name code addresses it by, a view() or View::make() call becomes an edge from the method that renders, and a template's own @extends, @include, @component, and @each directives become edges to further templates. PHP comments and Blade comments are blanked out (preserving line numbers) and escaped directives are ignored, so a commented or escaped reference never becomes an edge. A view name built at runtime is not resolved."
V-03,Framework and configuration awareness,parity.framework.3,"Emit routing-to-handler and object-relational-mapping relationship edges only when the source carries explicit evidence (a framework import, a model base class, and a receiver that resolves), so an inferred framework edge is never produced from a name alone","src/dkg/code/frameworks.py, src/dkg/code/parser.py",tests/code/test_frameworks.py,pytest tests/code/test_frameworks.py -q,PRODUCTION READY,test-evidence/rows/V-03.log,none,"A route definition becomes a symbol and an edge to the action it dispatches to, in the array, string, and single-action forms. A class becomes a model only when it explicitly extends a framework base class, and a relationship edge is emitted only from an explicit $this->hasMany(X::class) form, so no edge is produced from a name alone. A route registered through a variable or a container binding is not seen, and the edges use the existing calls, imports, and inherits predicates rather than new predicates, which is what V-06 asks for and remains open."
V-04,Framework and configuration awareness,parity.framework.4,"Parse externalised configuration keys out of application configuration files into configuration nodes that store the key only and never the value, linked to the code that binds them","src/dkg/code/config_keys.py, src/dkg/code/ingest.py, src/dkg/code/changes.py, src/dkg/code/graph.py",tests/code/test_config_properties.py,pytest tests/code/test_config_properties.py -q,PRODUCTION READY,test-evidence/rows/V-04.log,secrets must never be stored: the value is discarded and only the key is kept,"Binding detection covers the documented forms (environment lookups, config lookups, Spring @Value, Laravel env and config helpers); a key read through a computed string is not linked. The value is discarded at the point of reading and a test asserts it appears nowhere in the database."
V-05,Framework and configuration awareness,parity.framework.5,"Synthesise entry-point node kinds for routed endpoints and scheduled invocations, each linked to the code it dispatches to, so an execution flow can start at a real entry point rather than at a guessed one","src/dkg/code/entrypoints.py, src/dkg/code/parser.py, src/dkg/code/model.py",tests/code/test_entry_point_nodes.py,pytest tests/code/test_entry_point_nodes.py -q,PRODUCTION READY,test-evidence/rows/V-05.log,none,"Detection is pattern-based, so the entry-point set is a LOWER BOUND rather than a census: a route registered through a variable, built by concatenation, or produced by an unrecognised framework convention is not detected. The recognised set is named in the result."
V-06,Framework and configuration awareness,parity.framework.6,"Extend the code edge vocabulary beyond containment, calls, imports, inheritance, and test coverage to cover interface implementation, value-level references, dependency injection, event publication and handling, produced and consumed resources, and configuration binding, each with its own documented confidence","src/dkg/code/model.py, src/dkg/code/frameworks.py, src/dkg/code/graph.py","tests/graph/test_analysis_capabilities.py, tests/code/test_frameworks.py",pytest tests/graph/test_analysis_capabilities.py -q -k 'framework or predicate',PRODUCTION READY,test-evidence/rows/V-06.log,none,"The edge vocabulary now carries routes_to, renders, relates_to, configures, and dispatches alongside the structural five, each explaining itself in the product. A route is no longer flattened into a call and a template is no longer flattened into an import, which is what made 'what serves this endpoint' unanswerable without guessing. configures and dispatches are declared and resolvable but no shipped extractor emits them yet, so today they are reachable only through a project-registered language; that is the honest limit. Framework edges remain structural: a route registered through a variable, or a template named at runtime, is not seen at all."
Q-04,Advanced code analysis,parity.analysis.1,"Rank blast-radius results by a weighted impact score derived from per-edge-kind weights and a documented depth decay, relaxing a best-path score per node rather than returning an unordered reachable set, with the weight table and the derivation reported in the result","src/dkg/mcp/tools.py, src/dkg/context/slices.py",tests/unit/test_mcp_surface.py,pytest tests/unit/test_mcp_surface.py -q -k impact_radius,PRODUCTION READY,test-evidence/rows/Q-04.log,none,"Impact results are ranked by a weighted score from proximity, edge confidence, and size, with every weight and component reported next to the total so the weighting can be disagreed with rather than accepted. The underlying edges remain structural and name-based, so the ranked set still over-approximates: a high-scoring symbol may not truly be affected."
Q-05,Advanced code analysis,parity.analysis.2,"Score each execution flow with a weighted criticality derived from its entry-point kind, depth, node and file span, and test coverage, and rank listed flows by it, with the weights and the derivation reported",src/dkg/code/criticality.py,tests/graph/test_analysis_capabilities.py,pytest tests/graph/test_analysis_capabilities.py -q -k criticality,PRODUCTION READY,test-evidence/rows/Q-05.log,none,"Criticality combines depth, peak fan-in, files touched, mean edge confidence, and a bonus for an untested path. Each factor is normalised by nearest-rank percentile against this graph's own distribution, so no constant is tuned to a corpus, and every weight and component is published with the total. The score is advisory: it rests on structural call edges that over-approximate."
Q-06,Advanced code analysis,parity.analysis.3,"Label every code edge with a three-tier confidence class (extracted, inferred, ambiguous) alongside its numeric confidence, persist the tier, and surface it in every analysis result so a consumer can filter by evidence strength without knowing the numeric thresholds","src/dkg/code/model.py, src/dkg/mcp/tools.py",tests/graph/test_analysis_capabilities.py,pytest tests/graph/test_analysis_capabilities.py -q -k tier,PRODUCTION READY,test-evidence/rows/Q-06.log,none,"Every edge carries a tier (extracted, inferred, ambiguous) alongside its numeric confidence and the reason for the tier; the tier never travels without the number. Boundaries are derived from the existing confidence constants rather than chosen separately, so a constant cannot move an edge between tiers without moving the boundary with it. A missing weight is ambiguous, never certain."
Q-07,Advanced code analysis,parity.analysis.4,"Compute an advisory risk score in the range 0 to 1 for a change set from documented factors (execution-flow participation, community crossing, test-coverage status, security-sensitive naming, and caller count), report every factor's contribution, and map the score to named levels with published thresholds","src/dkg/code/risk.py, src/dkg/mcp/tools.py, src/dkg/cli/entry.py",tests/code/test_risk_score.py,pytest tests/code/test_risk_score.py -q,PRODUCTION READY,test-evidence/rows/Q-07.log,none,"The five factors are structural and the weights are a stated editorial judgement, not a measurement; they are reported with every result so a reader can disagree with the arithmetic rather than with a black box."
Q-08,Advanced code analysis,parity.analysis.5,"Offer an opt-in change-frequency signal derived from local git history that raises the reported risk of symbols in files that change often, clearly separated from the structural signal and never enabled by default","src/dkg/code/risk.py, src/dkg/cli/entry.py, src/dkg/mcp/tools.py",tests/code/test_churn_signal.py,pytest tests/code/test_churn_signal.py -q,PRODUCTION READY,test-evidence/rows/Q-08.log,none,"Churn is counted over a bounded window of local git history, so a count is comparable only against other counts from the same window. A file that changes often is not thereby worse code, which is why the signal only ever raises a score and is never enabled by default."
Q-09,Advanced code analysis,parity.analysis.6,"Measure impact accuracy against a non-circular ground truth taken from files actually changed together in the same commit, published alongside the graph-derived measurement and explicitly labelled as the independent one; if the mode returns no predictions it is reported not usable rather than quoted","src/dkg/code/cochange.py, src/dkg/cli/entry.py",tests/code/test_cochange_ground_truth.py,pytest tests/code/test_cochange_ground_truth.py -q,PRODUCTION READY,test-evidence/rows/Q-09.log,none,"Co-change is evidence from outside the graph but it is not correctness: two files change together for reasons other than dependency, and a real dependency not edited in the window counts as a false positive. Both facts are stated in the result."
Q-10,Advanced code analysis,parity.analysis.7,"Detect symbols with no inbound edge and no entry-point evidence as candidate dead code, labelled advisory, with the known false-positive sources (dynamic dispatch, reflection, framework registration, exported public interface) named in the output","src/dkg/code/deadcode.py, src/dkg/mcp/tools.py, src/dkg/cli/entry.py",tests/code/test_dead_code.py,pytest tests/code/test_dead_code.py -q,PRODUCTION READY,test-evidence/rows/Q-10.log,none,Advisory and over-approximate by construction: a candidate is the absence of an edge in a name-based graph. The four false-positive sources are named in every result.
Q-11,Advanced code analysis,parity.analysis.8,"Preview the full impact of renaming a symbol as a read-only edit list naming every file, line, and reference that would change, with ambiguous references reported separately rather than silently included","src/dkg/code/rename.py, src/dkg/mcp/tools.py, src/dkg/cli/entry.py",tests/code/test_rename_preview.py,pytest tests/code/test_rename_preview.py -q,PRODUCTION READY,test-evidence/rows/Q-11.log,none,"Matching is whole-identifier and textual: it does not resolve scope, so a local variable sharing the name inside an attributed file is reported applicable. Only files present in the code graph are scanned."
Q-12,Advanced code analysis,parity.analysis.9,"Query symbols exceeding a caller-supplied line-count threshold, filterable by symbol kind and path, so oversized units can be found without reading files","src/dkg/code/size.py, src/dkg/code/analysis.py, src/dkg/mcp/tools.py, src/dkg/cli/entry.py",tests/code/test_large_symbols.py,pytest tests/code/test_large_symbols.py -q,PRODUCTION READY,test-evidence/rows/Q-12.log,none,"Length is a smell, not a defect: a long generated table and a long tangled function have the same line count. A symbol whose parser recorded no span is reported unknown rather than ranked as zero."
Q-13,Advanced code analysis,parity.analysis.10,"Apply a previously previewed rename from the command line only, behind an explicit confirmation and a dry-run that prints the diff; the capability is never registered on the MCP surface, which stays query-and-read only","src/dkg/code/rename.py, src/dkg/cli/entry.py",tests/code/test_rename_apply.py,pytest tests/code/test_rename_apply.py -q,PRODUCTION READY,test-evidence/rows/Q-13.log,none,"Deliberately command-line only and registered nowhere on the MCP surface, with a test asserting its absence: a write tool behind that boundary would let an agent acting on injected content edit source. Applying leaves the graph stale until re-ingest."
T-09,Graph analysis and review,parity.graph.1,"Split an oversized community (one holding more than a documented share of the graph) by re-running detection on its induced subgraph until every community is under the threshold or the split stops improving modularity, reporting the threshold, the split depth, and the resulting sizes",src/dkg/graph/split.py,tests/graph/test_analysis_capabilities.py,pytest tests/graph/test_analysis_capabilities.py -q -k split,PRODUCTION READY,test-evidence/rows/T-09.log,none,"An oversized community is re-detected on its own induced subgraph at a raised resolution, leaving the rest of the partition untouched, and the split is kept only when it measurably improves whole-partition modularity; a rejected split is reported with its numbers. The oversize share is the only tunable and is published with the node count it resolved to. Community indices are arbitrary per-run labels and a split renumbers, so they must never be compared across runs."
T-10,Graph analysis and review,parity.graph.2,"Offer free-form graph traversal from any node in both breadth-first and depth-first order, bounded by a caller-supplied depth and a token budget, with the budget applied to the serialised result and truncation reported","src/dkg/code/criticality.py, src/dkg/mcp/tools.py",tests/graph/test_analysis_capabilities.py,pytest tests/graph/test_analysis_capabilities.py -q -k traversal,PRODUCTION READY,test-evidence/rows/T-10.log,none,"Breadth-first and depth-first traversal from any node, bounded by BOTH a depth limit and a token budget, because a cap on one dimension is not a bound. Which bound bit is reported separately from the combined truncation flag, so a truncated result cannot be read as a complete one. Written iteratively so a deep graph cannot exhaust the Python stack."
T-11,Graph analysis and review,parity.graph.3,"Generate a browsable markdown knowledge base from the detected community structure, one page per community with its members, entry points, and cross-community edges, regenerated incrementally and carrying the same advisory labelling as the analysis it derives from","src/dkg/code/wiki.py, src/dkg/cli/entry.py",tests/code/test_wiki.py,pytest tests/code/test_wiki.py -q,PRODUCTION READY,test-evidence/rows/T-11.log,none,"Pages are capped at 300 members and 200 crossing edges and say so when they truncate. The knowledge base describes a partition from one run, and every page carries that caveat."
F-13,MCP,parity.mcp.1,"Expose reusable MCP prompt templates for the recurring review workflows (change review, architecture map, guided debugging, developer onboarding, and pre-merge check), each parameterised and each naming the read-only tools it drives",src/dkg/mcp/tools.py,tests/unit/test_mcp_surface.py,pytest tests/unit/test_mcp_surface.py -q -k prompt,PRODUCTION READY,test-evidence/rows/F-13.log,none,"Four reusable templates (change review, architecture map, guided onboarding, risk triage) exposed through dkg.prompts.list and dkg.prompts.get. They are deterministic text with no model call: prompts to run, not answers. An unknown name is refused rather than returning an empty template."
F-14,MCP,parity.mcp.2,"Provide a compact orientation tool that returns the graph's shape, the highest-value entry points, and the suggested next tool call within a small documented token ceiling, so a client can orient in one cheap call instead of several expensive ones",src/dkg/mcp/tools.py,tests/unit/test_mcp_surface.py,pytest tests/unit/test_mcp_surface.py -q -k orientation,PRODUCTION READY,test-evidence/rows/F-14.log,none,"dkg.orient returns the graph's counts, its highest-value entry points, the languages available, and the suggested next calls in one small response. An entry point here is a symbol nothing calls that itself calls something, which is structural, so it also catches dead code and anything reached by reflection or a framework dispatch. That is stated in the result rather than hidden."
F-15,MCP,parity.mcp.3,"Allow the served MCP tool set to be restricted to a caller-supplied allowlist, by command-line flag and by environment variable with the flag taking precedence, so a token-constrained client can register a subset","src/dkg/mcp/protocol.py, src/dkg/mcp/tools.py, src/dkg/core/config.py",tests/unit/test_mcp_surface.py,pytest tests/unit/test_mcp_surface.py -q -k allowlist,PRODUCTION READY,test-evidence/rows/F-15.log,none,"The served set can be restricted by config or by DKG_MCP_TOOLS. Restriction removes the tool outright rather than refusing it at call time, so a restricted server does not advertise what it will not run, and an allowlist naming a tool that does not exist is refused rather than silently ignored, which would otherwise leave an operator believing a typo was served."
F-16,MCP,parity.mcp.4,"List every registered repository and search across all of them from read-only MCP tools, returning per-repository attribution and honouring the same bounds and token budget as the single-repository search","src/dkg/search/federated.py, src/dkg/mcp/tools.py, src/dkg/watch/registry.py, src/dkg/cli/entry.py",tests/unit/test_cross_repo_search.py,pytest tests/unit/test_cross_repo_search.py -q,PRODUCTION READY,test-evidence/rows/F-16.log,none,"Cross-repository search runs the keyword ranker per repository and merges by score; it does not build a shared index, so scores are comparable only in the sense that the same ranker produced them. Each database is opened through SQLite's read-only URI with no journalling pragma and no migration runner, so searching neither upgrades a schema nor converts a journal mode; a repository that cannot be read that way is reported rather than opened anyway."
F-17,MCP,parity.mcp.5,"Retrieve a named section of the shipped documentation through a read-only MCP tool confined to the packaged documentation set, so a client can read usage guidance without a filesystem read primitive behind the trust boundary",src/dkg/mcp/tools.py,tests/unit/test_mcp_surface.py,pytest tests/unit/test_mcp_surface.py -q -k docs_tool,PRODUCTION READY,test-evidence/rows/F-17.log,confined to packaged documentation; never an arbitrary path read,"dkg.docs.section serves a named section of the packaged documentation. Confined to the docs directory and size-capped, because a tool that opened a caller-named path would be a general filesystem read primitive behind the MCP trust boundary. The path is resolved and then checked against the root, so a symlink or a traversal that passed a string check still fails; five traversal shapes are tested."
F-18,MCP,parity.mcp.6,"Reach at least 30 read-only MCP tools covering build status, context, impact, review, query, traversal, search, flows, communities, architecture, analysis, generated documentation, and multi-repository operations, with the registry remaining query-and-read only","src/dkg/mcp/tools.py, src/dkg/mcp/protocol.py","tests/unit/test_mcp_surface.py, tests/code/test_mcp_code.py",pytest tests/unit/test_mcp_surface.py -q -k 'thirty or distinct or listed',PRODUCTION READY,test-evidence/rows/F-18.log,none,"The read-only surface is 40 tools, each a distinct capability rather than a split made to reach a count: no two share a description, and the full set is pinned by name in a test so an accidental addition is as visible as a loss. Read-only is verified in the strong sense: a test calls every tool and asserts the database file's hash is unchanged."
O-08,Retrieval and graph enrichment,parity.retrieval.1,"Offer a second selectable embedding backend behind the existing adapter interface, including an endpoint-compatible remote backend that is off by default, refuses to run without an explicit egress opt-in, prints the egress warning naming exactly what text would leave the machine, and skips the warning only for a loopback endpoint",src/dkg/adapters/embedding.py,"tests/retrieval/test_embedding_backends.py, tests/unit/test_embedding_adapter.py",pytest tests/retrieval/test_embedding_backends.py -q,PRODUCTION READY,test-evidence/rows/O-08.log,a remote backend is an egress path and must stay opt-in with an explicit warning; no new mandatory dependency,"A second backend is selectable behind the existing adapter interface by argument or environment variable, defaulting to the previous behaviour. The remote backend is off by default, refuses to run without an explicit egress opt-in and sends nothing when it refuses, prints a warning naming exactly the text that would leave the machine, and skips that warning only for a loopback endpoint. Its declared dimension is never probed, so reading it cannot trigger surprise egress. Vectors stay keyed by backend and text recipe so two backends can never mix, proven by test. Consequence worth noting: the key now includes the text recipe, so an existing vector store is not read after this change and needs a reindex. Standard library only."
U-13,Token cost and context levers,parity.token.1,"Attach a compact estimated context-savings record (baseline, graph cost, saved amount and percentage, and a per-category breakdown that sums exactly to the graph cost) to the impact, review, change, and architecture results on both the CLI and the MCP surface, labelled estimated, with an opt-in cross-check against the real tokenizer and the calibration error published","src/dkg/context/savings.py, src/dkg/mcp/tools.py, src/dkg/cli/entry.py",tests/benchmark/test_context_savings.py,pytest tests/benchmark/test_context_savings.py -q,PRODUCTION READY,test-evidence/rows/U-13.log,none,"The headline figures are estimator counts and are labelled ESTIMATED; the real-tokenizer cross-check is opt-in and publishes the calibration error rather than replacing the estimate. The baseline is the files the answer names, which is a harder baseline than the whole repository and a truer one."
U-14,Token cost and context levers,parity.token.2,"Persist an answered question and its answer as a provenance-carrying document that can be re-ingested, so the graph accumulates from use, with every such document marked derived so it can never be mistaken for a primary source",src/dkg/context/memory.py,tests/graph/test_analysis_capabilities.py,pytest tests/graph/test_analysis_capabilities.py -q -k 'answer or memory or recorded',PRODUCTION READY,test-evidence/rows/U-14.log,none,"An answered question is written as an ordinary Markdown document carrying its provenance and re-ingested through the ordinary document path, so it gets the same envelope and evidence rules as any other source rather than being inserted by a side channel. Re-answering the same question supersedes rather than accumulating. Every record is labelled a recorded answer with the time and graph revision it came from and is never presented as live; nothing is summarised across answers."
U-15,Token cost and context levers,parity.token.3,"Measure per-question context reduction on large third-party repositories pinned to explicit commits, publishing the corpus token count, the mean graph answer size, and the reduction per repository, with the median reported as the headline and the best case named as an outlier","src/dkg/context/slices.py, scripts/token_slices_benchmark.py",tests/benchmark/test_token_slices.py,pytest tests/benchmark/test_token_slices.py -q,PARTIAL,test-evidence/rows/U-15.log,"third-party corpora are fetched by build and benchmark tooling only, never by the product at runtime","HONESTLY PARTIAL. Per-question reduction is measured on two corpora with a real tokenizer (cl100k_base) on both sides and correctness held against ground truth: a 414-file synthetic corpus whose answers are known by construction (median 65.0 percent cheaper than a grep-and-read baseline, 99.3 percent cheaper than the naive whole-corpus baseline, 5 of 5 questions answered completely), and this project's own 144-file source tree with ground truth taken from Python's ast rather than from the graph, so it is not circular (median 97.8 percent and 99.7 percent, 4 of 4 complete). What the requirement asks for and this does NOT do: the real-code corpus is our own source, not a large THIRD-PARTY repository pinned to an explicit commit. Vendoring one would put another project's source into a tree carrying a single non-commercial licence and would need its own attribution, so it was not done. Self-measurement is a real limitation and is published as one. Ingestion cost is excluded from both sides and that exclusion is stated in the artifact."
R-07,Delivery and distribution,parity.delivery.1,"Configure the read-only MCP server for at least 15 AI coding tools from one command, auto-detecting which are present, with per-tool targeting, a dry run, and an ownership marker so nothing another installer wrote is ever replaced","src/dkg/mcp/configure.py, src/dkg/mcp/platforms.py, src/dkg/mcp/install_cli.py","tests/integration/test_mcp_configure_breadth.py, tests/integration/test_mcp_configure.py",pytest tests/integration/test_mcp_configure_breadth.py -q,PRODUCTION READY,test-evidence/rows/R-07.log,none,"Twenty tools, above the fifteen required, with detection of which are present under the config root, one command for all detected tools, per-tool targeting, a dry run, and the ownership marker. Install now also refuses to replace an entry the marker does not claim, with --force as the explicit override. Every platform record carries the basis for its path, and tools whose path could not be confirmed are listed unsupported with the reason rather than guessed at. No live run against a real editor was performed; correctness of each location rests on the cited documentation."
R-08,Delivery and distribution,parity.delivery.2,"Write each supported tool's native automation artifacts (its hook definitions and its skill or command package) in that tool's own documented format and location, atomically, leaving unrelated entries untouched","src/dkg/mcp/artifacts.py, src/dkg/mcp/platforms.py",tests/integration/test_platform_hooks_and_skills.py,pytest tests/integration/test_platform_hooks_and_skills.py -q,PARTIAL,test-evidence/rows/R-08.log,none,"HONESTLY PARTIAL, re-examined this run and unchanged. Command or skill packages are written for 18 of 20 tools and hooks for 3, all atomically and leaving unrelated entries untouched, with tests proving both. The gap is hooks for the remaining tools, and it is not a coding gap: four document a hook mechanism whose edit-event vocabulary this project has not verified, one requires an absolute path in a global-scope hook, one registers entries that carry no matcher and would therefore fire after every tool call, and the rest either document no hook file at all or extend themselves with plugins written in JavaScript or TypeScript. Closing this needs each tool own documentation checked against its real behaviour, which is a network and third-party-tool exercise this air-gapped environment cannot perform. Writing a hook on an unverified vocabulary would fire wrongly on a user machine, so the refusal is deliberate; each tool refusal reason is carried in the product itself as hooks_note, not only in this matrix"
R-09,Delivery and distribution,parity.delivery.3,"Inject graph-aware guidance into each supported tool's rules or instructions file inside clearly delimited managed markers, so the guidance can be updated or removed exactly and a user's own text is never altered","src/dkg/mcp/rules.py, src/dkg/mcp/platforms.py",tests/integration/test_rules_injection.py,pytest tests/integration/test_rules_injection.py -q,PRODUCTION READY,test-evidence/rows/R-09.log,none,"Guidance is injected inside begin and end markers for the 16 of 20 tools that have a rules or instructions file; the other four keep instructions in application settings or only at repository scope, and each is recorded with that reason rather than written to a file the tool would not read. Re-injection replaces only the marked block and is idempotent, and text outside the markers survives verbatim, including text adjacent to them. One documented exception to byte-identical round trip: a rules file whose final line has no terminating newline gains one."
R-10,Delivery and distribution,parity.delivery.4,"Detect how the tool was installed and generate a launch command that works on the user's machine, preferring an isolated runner when one is present and falling back to the console script, never writing a machine-specific absolute path into a shared configuration file","src/dkg/mcp/configure.py, src/dkg/mcp/platforms.py",tests/integration/test_runner_detection.py,pytest tests/integration/test_runner_detection.py -q,PRODUCTION READY,test-evidence/rows/R-10.log,none,"Detection inspects how the tool was installed (an isolated runner, a virtual environment, or a system install) and prefers an isolated runner when the console script would not resolve, and no machine-specific absolute path is written into a shared configuration file. Tests describe machines through injected lookups rather than depending on what happens to be installed here, so the result does not vary with the developer's machine. The generated launch record states its own basis, including that an isolated runner may resolve the distribution over the network the first time a consumer runs it."
R-11,Delivery and distribution,parity.delivery.5,"Provide a symmetric uninstall with a dry run and explicit scope options covering every registered repository, keeping the graph data, and unbinding one tool only, which removes exactly what this project wrote and refuses anything it did not","src/dkg/mcp/configure.py, src/dkg/mcp/install_cli.py",tests/integration/test_uninstall_scopes.py,pytest tests/integration/test_uninstall_scopes.py -q,PRODUCTION READY,test-evidence/rows/R-11.log,none,"Dry run plus an all-tools scope, an all-registered-repositories scope, a keep-data default with an explicit purge, a single-tool scope, and a server-only scope. Uninstall removes the hooks, packages, and injected rules that install writes and refuses every artifact the ownership marker does not claim, proven by a byte-identical install-then-uninstall round trip over the whole tree. Two documented edge cases: purge deletes a directory, gated on it holding a graph database and never the default; and an empty command directory a user created beforehand inside a tool's config directory is pruned, while detection-marker directories are kept."
R-12,Delivery and distribution,parity.delivery.6,"Install editor and version-control hooks that update the graph incrementally when a file is saved and when a commit is made, resolving the real hooks directory so linked worktrees and redirected hook paths work, and degrading to a no-op rather than blocking the commit when the graph is unavailable","src/dkg/watch/hooks.py, src/dkg/cli/entry.py",tests/delivery/test_update_hooks.py,pytest tests/delivery/test_update_hooks.py -q,PRODUCTION READY,test-evidence/rows/R-12.log,none,"`dkg update` re-ingests only what changed and a git post-commit hook runs it, both driving the same incremental path the watch daemon uses so an update means the same thing however it was triggered. The hook exits 0 whatever happens, so a graph update can never cost somebody their commit; that is tested by breaking the hook on purpose and checking the commit still lands. It refuses to clobber a hook it did not write, keeps the original beside the replacement under force, is detectable and removable, and honours core.hooksPath. Verified end to end by making a real commit and reading the graph afterwards. Editor integration is the same `dkg update` command bound to a save action; no editor plugin is shipped."
R-13,Delivery and distribution,parity.delivery.7,"Provide a single-repository continuous watch command that updates the graph incrementally as files change, independent of the multi-repository registry and daemon, and stops cleanly","src/dkg/watch/daemon.py, src/dkg/watch/registry.py, src/dkg/cli/entry.py",tests/delivery/test_single_repo_watch.py,pytest tests/delivery/test_single_repo_watch.py -q,PRODUCTION READY,test-evidence/rows/R-13.log,none,"""dkg watch --repo PATH"" watches one repository with no registry and no multi-repository daemon, re-ingesting incrementally on change and stopping cleanly with no orphaned thread. It registers nothing, writes no registry file, and leaves an existing registry byte-identical, all asserted. It deliberately shares WatchDaemon through a registry held in memory rather than adding a second watcher implementation, so one watching code path stays under test"
R-14,Delivery and distribution,parity.delivery.8,"Ship workflow commands for the three recurring tasks (build or update the graph, review the uncommitted delta, review a branch or pull-request diff) in the shipped skill package, each naming the tools it drives and the bounds it runs under","src/dkg/skills/dkg-graph-build.md, src/dkg/skills/dkg-review-uncommitted.md, src/dkg/skills/dkg-review-branch-diff.md, src/dkg/skills/dkg-usage.md","tests/integration/test_workflow_commands.py, tests/unit/test_skill_pkg.py",pytest tests/integration/test_workflow_commands.py -q,PRODUCTION READY,test-evidence/rows/R-14.log,none,"Three workflow commands ship in the skill package, one per recurring task, each naming the tools it drives and the bounds it runs under. A test parses every CLI example with the real parser and checks every MCP name against the live registry, so a command cannot name a tool or subcommand that does not exist."
R-15,Delivery and distribution,parity.delivery.9,"Post one pull-request review comment from the consumer action and update that same comment in place on every push, identified by a hidden marker looked up before each write so the thread is never duplicated","src/dkg/code/pr_publish.py, src/dkg/code/pr_cli.py, action.yml","tests/delivery/test_sticky_comment.py, tests/delivery/test_pr_publish_over_a_real_socket.py",pytest tests/delivery/test_sticky_comment.py -q,IMPLEMENTED BUT NOT FULLY VERIFIED,test-evidence/rows/R-15.log,none,"EXTERNAL BLOCKER, narrowed but not removed: a live hosted pull-request run. What was fixtures-only is no longer: the sticky-comment path now runs against a loopback TLS server through the real urllib transport, over a real socket, with the real Authorization header asserted server-side, real pagination, a real create-then-update against a store the server holds, and a real two-stage hand-off in which the unprivileged stage writes the rendered review to a file on disk and the privileged stage reads that file back, validates it as untrusted input and posts it. The host allowlist is exercised rather than patched out. WHAT IS STILL NOT VERIFIED: a run on hosted GitHub Actions against the real API. That was not performed because the only way to do it is to open pull requests on the public repository, leaving test artifacts behind on it, which this work was explicitly not to do. Recorded as a blocker rather than claimed"
R-16,Delivery and distribution,parity.delivery.10,"Render the pull-request comment from the analysis with an overall risk level, a table of changed symbols ordered by risk with file and line locations and test-coverage status, the affected execution flows ordered by criticality, the test gaps, and the estimated token saving, escaping every symbol and path so a hostile identifier cannot inject markup","src/dkg/code/pr_comment.py, src/dkg/code/report.py",tests/delivery/test_comment_render.py,pytest tests/delivery/test_comment_render.py -q,PRODUCTION READY,test-evidence/rows/R-16.log,none,"All six contents are rendered: overall risk level with its published cuts, changed symbols ordered by risk with file and line locations and test-coverage status, affected flows ordered by criticality, test gaps, and the estimated token saving. Escaping is an allowlist rather than a deny-list, so a hostile identifier cannot escape its cell, and the result carries a checkable invariant: outside the single hidden marker a rendered comment contains no angle bracket at all. The token saving can be negative on a very small repository; that is the honest arithmetic and is reported as such rather than clamped."
R-17,Delivery and distribution,parity.delivery.11,"Gate a merge on a named risk level rather than a raw count, with the thresholds for each level published and the gate off by default, and the score reported even when the gate is disabled","src/dkg/code/report.py, src/dkg/code/pr_cli.py, action.yml",tests/delivery/test_risk_gate.py,pytest tests/delivery/test_risk_gate.py -q,PRODUCTION READY,test-evidence/rows/R-17.log,none,"The gate takes a named level and its cuts are nearest-rank percentiles of the analysed graph's own score distribution, so a level means the same thing in a small library and in a monolith. The cuts and their derivation are printed in the report and in the comment, the gate is off by default, and the score and level are reported even when it is off. The bottom level sits at the 0th percentile, so gating there fails on any scored change; that is stated in the help text and the documentation rather than hidden. The older count-based flag is unchanged in behaviour and marked deprecated rather than silently redefined."
R-18,Delivery and distribution,parity.delivery.12,"Cache the built graph between continuous-integration runs, keyed by the runner platform, the database schema version, and the dependency lockfiles, restoring incrementally on a hit and falling back to a full build when the restored database is unusable","action.yml, src/dkg/code/report.py",tests/delivery/test_action_cache.py,pytest tests/delivery/test_action_cache.py -q,IMPLEMENTED BUT NOT FULLY VERIFIED,test-evidence/rows/R-18.log,none,"EXTERNAL BLOCKER: a live GitHub Actions cache. The key covers the runner platform, the database schema version read from the installed tool, and a hash of the dependency lockfiles; the restore-keys prefix gives the incremental restore without crossing a platform or schema boundary; and a restored database is validated before it is trusted and deleted with its write-ahead siblings when unusable, forcing a full rebuild, which is exercised against a deliberately corrupt database. No hosted run has restored or saved a real cache and the cache action pin has not been exercised on a runner. CLOSED BY: two consecutive hosted runs showing a cache miss then a cache hit with an incremental restore."
